kelime,koken,label
Börü,Turkce,1
viski,İngilizce,0
pantufla,İtalyanca,0
Somaçı,Turkce,1
hafız,Arapça,0
kozalak,Farsça,0
mitoloji,Fransızca,0
başbuğ,Turkce,1
Minkara,Turkce,1
ekspedisyon,Latince,0
feragat,Arapça,0
stopaj,İngilizce,0
otoban,Almanca,0
Erankastöşek,Turkce,1
etil,Almanca,0
kereste,Farsça,0
Erkin,Turkce,1
leb,Farsça,0
çeyrek,Farsça,0
çingene,Farsça,0
tiner,İngilizce,0
espas,Latince,0
Temdilik,Turkce,1
kaldırım,Antik Yunanca,0
kamp,İtalyanca,0
Kapgar,Turkce,1
kilise,Antik Yunanca,0
yağ,Turkce,1
çıban,Turkce,1
imrahor,Farsça,0
Karaça,Turkce,1
enişte,Farsça,0
Kurtoga,Turkce,1
adezyon,Latince,0
pirit,Fransızca,0
Erbüz,Turkce,1
mod,İngilizce,0
patlıcan,Farsça,0
kandil,Latince,0
Kıprıdı,Turkce,1
ab,Farsça,0
Şaman,Turkce,1
kasatura,İtalyanca,0
evham,Arapça,0
Bayunçur,Turkce,1
Yezek,Turkce,1
leş,Farsça,0
Çiçem,Turkce,1
Inanççı,Turkce,1
"avcı ne kadar hile bilse, ayı o kadar yol bilir",Turkce,1
Kubilay,Turkce,1
samurai,İngilizce,0
Arçuk,Turkce,1
Taşkan,Turkce,1
bumbar,Farsça,0
Egdeçin,Turkce,1
Edebalı,Turkce,1
Çuka,Turkce,1
bağcak,Turkce,1
arsa,Arapça,0
zünnar,Antik Yunanca,0
Bekeç,Turkce,1
feodal,Latince,0
calip,Arapça,0
aldente,İtalyanca,0
Kasık,Turkce,1
para+,İtalyanca,0
söylemek,Turkce,1
bayat,Arapça,0
Yügesir,Turkce,1
Aydın,Turkce,1
Kuduğubatur,Turkce,1
Yezidi,Farsça,0
paradoks,Fransızca,0
poliandri,Fransızca,0
Ülkücü,Turkce,1
İdikurt,Turkce,1
Bezek,Turkce,1
hoşaf,Farsça,0
nigâr,Farsça,0
avrat,Arapça,0
delege,Latince,0
beyan,Arapça,0
kağan,Turkce,1
Oğurtegin,Turkce,1
formen,İngilizce,0
Barçadurmuş,Turkce,1
patriarkal,Fransızca,0
cezerye,Arapça,0
piretik,Fransızca,0
Opuzlu,Turkce,1
bombardıman,İtalyanca,0
fitne,Arapça,0
asorti,Latince,0
Bukaktutuk,Turkce,1
körük,Turkce,1
Uluğışbara,Turkce,1
radio,İngilizce,0
cizye,Arapça,0
Turgay,Turkce,1
feyiz,Arapça,0
murg,Farsça,0
tanrı,Turkce,1
fesih,Arapça,0
ecdat,Arapça,0
daima,Arapça,0
Irkıl,Turkce,1
daim,Arapça,0
Çobayıkmış,Turkce,1
niyaz,Farsça,0
oturmak,Turkce,1
Tüzmüş,Turkce,1
Kutlutaş,Turkce,1
selfservis,İngilizce,0
arşın,Farsça,0
tabure,Fransızca,0
çarşı,Farsça,0
Erdemkağanaltuga,Turkce,1
Turagına,Turkce,1
birader,Farsça,0
mantar,Antik Yunanca,0
baki,Arapça,0
agrandisman,Latince,0
rezolüsyon,İngilizce,0
koli,İtalyanca,0
karo,Latince,0
ayva,Farsça,0
bazu,Farsça,0
Sayboğa,Turkce,1
kotto,İtalyanca,0
Tonraesim,Turkce,1
tohum,Farsça,0
rast,Farsça,0
adi,Arapça,0
Buyruk,Turkce,1
Eşkara,Turkce,1
Şukağan,Turkce,1
grandi,İtalyanca,0
ibrik,Farsça,0
koordinasyon,İngilizce,0
ensar,Arapça,0
eu+,Antik Yunanca,0
primadonna,İtalyanca,0
Inançuapa,Turkce,1
vakanüvis,Farsça,0
örümcek ağı,Turkce,1
kalem,Antik Yunanca,0
kâhya,Farsça,0
yıkamak,Turkce,1
baston,İtalyanca,0
katakomb,Latince,0
Inalbeğ,Turkce,1
gladyatör,Latince,0
kalorifer,Latince,0
bikes,Farsça,0
Sırba,Turkce,1
anafor,Antik Yunanca,0
galiz,Arapça,0
stüdyo,İtalyanca,0
Yabasun,Turkce,1
eyalet,Arapça,0
Yorçu,Turkce,1
oniks,Fransızca,0
düyun,Arapça,0
Kutlubağatarkan,Turkce,1
aktris,Latince,0
monolog,Fransızca,0
Asrı,Turkce,1
Ketkara,Turkce,1
manej,İtalyanca,0
Altan,Turkce,1
figür,Latince,0
eğe,Turkce,1
Altıntay,Turkce,1
funda,İtalyanca,0
avam,Arapça,0
Hıristiyan,Antik Yunanca,0
bıldır,Turkce,1
Yitik,Turkce,1
heval,Farsça,0
Gürbüz,Turkce,1
palye,Fransızca,0
Berk,Turkce,1
cemiyet,Arapça,0
Altankan,Turkce,1
Çapıtgan,Turkce,1
Ubaca,Turkce,1
Ankas,Turkce,1
kütüphane,Farsça,0
Yurtçu,Turkce,1
kündekâri,Farsça,0
zürafa,Farsça,0
Ürün,Turkce,1
fok,Antik Yunanca,0
döviz,Latince,0
Kondubay,Turkce,1
fal,Arapça,0
dispanser,Latince,0
satanist,İngilizce,0
güvey,Turkce,1
vizite,İtalyanca,0
Alabörü,Turkce,1
Akbuğra,Turkce,1
çeşni,Farsça,0
köçek,Farsça,0
derivasyon,Latince,0
Yingçeyakşı,Turkce,1
ezel,Arapça,0
cüret,Arapça,0
harman,Farsça,0
habgâh,Farsça,0
fesuphanallah,Arapça,0
civelek,Farsça,0
peder,Farsça,0
efsun,Farsça,0
feldspat,Almanca,0
midye,Antik Yunanca,0
barba,İtalyanca,0
ehram,Arapça,0
feldmareşal,Almanca,0
ahmer,Arapça,0
Tamar,Turkce,1
kelepçe,Farsça,0
Tapış,Turkce,1
narteks,İngilizce,0
salvo,İtalyanca,0
devam,Arapça,0
zar,İtalyanca,0
matiz,Antik Yunanca,0
nişasta,Farsça,0
samsax,Turkce,1
televizyon,Latince,0
roket,İtalyanca,0
afet,Arapça,0
rahvan,Farsça,0
şaft,İngilizce,0
mark,Almanca,0
humbara,Farsça,0
tröst,İngilizce,0
Tanık,Turkce,1
Ayas,Turkce,1
Duygu,Turkce,1
Beklemiş,Turkce,1
adem,Arapça,0
elhamdülillah,Arapça,0
stiropor,Almanca,0
hun,Farsça,0
Kalım,Turkce,1
gülbank,Farsça,0
Tülük,Turkce,1
memişhane,Farsça,0
cünha,Arapça,0
fidye,Arapça,0
Suyunçuk,Turkce,1
kanton,Latince,0
fiyat,Arapça,0
Bağlan,Turkce,1
Ünaldı,Turkce,1
Eçinetürçe,Turkce,1
Körüyük,Turkce,1
fayrap,İngilizce,0
navlun,Antik Yunanca,0
travma,Latince,0
diskalifiye,İngilizce,0
nefrit,Fransızca,0
Kurgan,Turkce,1
tağman,Turkce,1
frame,İngilizce,0
pik,İngilizce,0
manika,İtalyanca,0
Burslan,Turkce,1
esnaf,Arapça,0
pranga,İtalyanca,0
dizel,İngilizce,0
Masmadar,Turkce,1
güman,Farsça,0
eyyam,Arapça,0
İrçik,Turkce,1
gazap,Arapça,0
oynaş,Turkce,1
şilt,İngilizce,0
aleyna,Arapça,0
kayı,Turkce,1
şavullamak,Farsça,0
Eçine,Turkce,1
kupa,İtalyanca,0
Iyıktağ,Turkce,1
represyon,İngilizce,0
ehemmiyet,Arapça,0
fule,Latince,0
yanıt,Turkce,1
merkantilizm,İtalyanca,0
Bayuttu,Turkce,1
keyvan,Farsça,0
Küzençik,Turkce,1
ıdukkut,Turkce,1
ördek,Turkce,1
cihangir,Farsça,0
Kadırbilge,Turkce,1
Orkan,Turkce,1
Tengiz,Turkce,1
sendikasyon,İngilizce,0
hoş,Farsça,0
Berkiş,Turkce,1
Yamgur,Turkce,1
Küçlübilge,Turkce,1
nüdist,İngilizce,0
cemile,Arapça,0
şakak,Turkce,1
Butak,Turkce,1
Yamar,Turkce,1
albümin,Latince,0
Taçam,Turkce,1
Inalkoç,Turkce,1
Yuğak,Turkce,1
dişi,Turkce,1
aglomera,Latince,0
Altınkağan,Turkce,1
aidat,Arapça,0
fani,Arapça,0
nem,Farsça,0
Yasadur,Turkce,1
Iyış,Turkce,1
kubat,Turkce,1
falan,Arapça,0
glase,Latince,0
Kızdurmuş,Turkce,1
Motun,Turkce,1
vasektomi,Latince,0
Gökkağan,Turkce,1
Erdurmuş,Turkce,1
cehennem,Arapça,0
fasit,Arapça,0
kıl,Turkce,1
nuş,Farsça,0
Türkyiğit,Turkce,1
erat,Arapça,0
ekinoks,Latince,0
manga,İtalyanca,0
Inançapa,Turkce,1
kenz,Farsça,0
fertik,Almanca,0
Turuk,Turkce,1
ülgüç,Turkce,1
külçe,Farsça,0
kötürüm,Turkce,1
ödlek,Turkce,1
duble,Latince,0
Karak,Turkce,1
libre,İtalyanca,0
röle,Fransızca,0
şahin,Farsça,0
gabavet,Arapça,0
epsilon,Antik Yunanca,0
emçek,Turkce,1
Saru,Turkce,1
entegrasyon,Latince,0
kurus,Antik Yunanca,0
karnaval,Latince,0
zaman,Farsça,0
Yumuşga,Turkce,1
Turpan,Turkce,1
galat,Arapça,0
ziggurat,İngilizce,0
Kökboğa,Turkce,1
Aykan,Turkce,1
Günermiş,Turkce,1
bunak,Turkce,1
Ağanak,Turkce,1
vana,İtalyanca,0
İnçboğa,Turkce,1
sıcak,Turkce,1
mistik,Fransızca,0
fezleke,Arapça,0
ait,Arapça,0
Urungutudun,Turkce,1
limuzin,İngilizce,0
amme,Arapça,0
bulyon,İngilizce,0
Seykün,Turkce,1
şehrayin,Farsça,0
dalyarak,Turkce,1
Sasıkutlukaya,Turkce,1
sakal,Turkce,1
Işık,Turkce,1
danişment,Farsça,0
Günyaruk,Turkce,1
cehalet,Arapça,0
Otkakönmişkılıç,Turkce,1
epi,Antik Yunanca,0
çaşıt,Turkce,1
steroid,İngilizce,0
barkod,İngilizce,0
bergüzar,Farsça,0
mit,Fransızca,0
foseptik,Latince,0
cet,Arapça,0
Özge,Turkce,1
Bakırsokum,Turkce,1
dağlamak,Farsça,0
Külü,Turkce,1
feriştah,Farsça,0
ulu,Turkce,1
gasil,Arapça,0
Kayıtsu,Turkce,1
bun,Turkce,1
leasing,İngilizce,0
ikiz,Turkce,1
antite,Latince,0
progresyon,İngilizce,0
manifatura,İtalyanca,0
henüz,Farsça,0
Çemen,Turkce,1
beşuş,Arapça,0
melanurya,Antik Yunanca,0
Tarsuk,Turkce,1
tela,İtalyanca,0
asist,İngilizce,0
dore,Latince,0
mastika,Antik Yunanca,0
defile,Latince,0
ebu,Arapça,0
hercai,Farsça,0
mood,İngilizce,0
faik,Arapça,0
mouse,İngilizce,0
konşimento,İtalyanca,0
pro,İngilizce,0
Kırgı,Turkce,1
gerekli,Turkce,1
buklet,İngilizce,0
Inançalp,Turkce,1
köhne,Farsça,0
Sarıçır,Turkce,1
evlat,Arapça,0
gonca,Farsça,0
epilasyon,Latince,0
manita,İtalyanca,0
damacana,İtalyanca,0
pütrifikasyon,İngilizce,0
Bekmez,Turkce,1
öküz,Turkce,1
Baştar,Turkce,1
bendir,Fransızca,0
bezir,Arapça,0
Iğrak,Turkce,1
Toktakaya,Turkce,1
Bulgak,Turkce,1
Batu,Turkce,1
kumkuat,İngilizce,0
Tölek,Turkce,1
Külükurungu,Turkce,1
Bengü,Turkce,1
Karçur,Turkce,1
Kımızalma,Turkce,1
Tuttarkan,Turkce,1
engizisyon,Latince,0
mizantrop,Fransızca,0
avlu,Antik Yunanca,0
Suna,Turkce,1
kalbur,Latince,0
Kutlubeğ,Turkce,1
Beğarslan,Turkce,1
adliye,Arapça,0
Kudabıdın,Turkce,1
enosis,Antik Yunanca,0
östaki borusu,İngilizce,0
karga,Turkce,1
gırnata,İtalyanca,0
dünür,Turkce,1
Kaçanküke,Turkce,1
mahya,Farsça,0
galoş,Latince,0
Bürküt,Turkce,1
cevval,Arapça,0
Turgul,Turkce,1
sabun,Latince,0
ekâbir,Arapça,0
Yamtar,Turkce,1
gebere,Antik Yunanca,0
çağrı,Turkce,1
çember,Farsça,0
kort,İngilizce,0
Abdan,Turkce,1
Büğübilge,Turkce,1
keşkül,Farsça,0
fermene,İtalyanca,0
Yaplış,Turkce,1
kırat,Antik Yunanca,0
makaron,İtalyanca,0
efsane,Farsça,0
Suma,Turkce,1
ıspazmoz,Antik Yunanca,0
pomat,İtalyanca,0
pastiş,İtalyanca,0
bezirgân,Farsça,0
oolit,Fransızca,0
iskender,Antik Yunanca,0
Yizek,Turkce,1
panda,İngilizce,0
Evin,Turkce,1
Baykuzu,Turkce,1
Beker,Turkce,1
fiyonk,İtalyanca,0
filarmoni,İngilizce,0
skor,İngilizce,0
ir,Turkce,1
can,Farsça,0
irrasyonel,Latince,0
kaplan,Turkce,1
İmen,Turkce,1
lokanta,İtalyanca,0
çul,Arapça,0
acuze,Arapça,0
cimri,Farsça,0
kazmak,Turkce,1
basketbol,İngilizce,0
beraber,Farsça,0
ağyar,Arapça,0
spektaküler,İngilizce,0
Kulmas,Turkce,1
mitoman,Fransızca,0
Koçunkar,Turkce,1
Bıdın,Turkce,1
edna,Arapça,0
Tuğ,Turkce,1
inci,Turkce,1
dijestif,Latince,0
şeş,Farsça,0
imaj,Latince,0
Şalçı,Turkce,1
girift,Farsça,0
bünye,Arapça,0
Biçke,Turkce,1
berat,Arapça,0
dil,Farsça,0
hemşire,Farsça,0
balbal,Turkce,1
cabbar,Arapça,0
Azak,Turkce,1
esir,Arapça,0
labrador,İngilizce,0
derz,Farsça,0
uyku,Turkce,1
kuyu,Turkce,1
bonjur,Latince,0
Ertegin,Turkce,1
maki,İtalyanca,0
Külegen,Turkce,1
cebir,Arapça,0
limited,İngilizce,0
diyar,Arapça,0
teleskop,Latince,0
düver,Antik Yunanca,0
Karçıgay,Turkce,1
Yorınça,Turkce,1
kungfu,İngilizce,0
gambot,İngilizce,0
dun,Arapça,0
Basar,Turkce,1
semi+,İngilizce,0
aforoz,Antik Yunanca,0
Akı,Turkce,1
likide,İtalyanca,0
Sekinçkara,Turkce,1
numara,İtalyanca,0
Ugraç,Turkce,1
gelincik,Turkce,1
ah u zar,Farsça,0
flüktüasyon,Latince,0
Çibek,Turkce,1
Tanrıvermiş,Turkce,1
Şangun,Turkce,1
balta,Turkce,1
Külükapa,Turkce,1
füme,Latince,0
cemre,Arapça,0
benchmark,İngilizce,0
al basmak,Turkce,1
hovarda,Farsça,0
Belçir,Turkce,1
kâse,Farsça,0
kapış,Turkce,1
Kürebir,Turkce,1
Ilgar,Turkce,1
kancık,Farsça,0
abid,Arapça,0
ceberrut,Arapça,0
Kutkan,Turkce,1
Allah,Arapça,0
Uluğtürk,Turkce,1
göbek,Turkce,1
Üzüm,Turkce,1
dansite,Latince,0
mengene,Antik Yunanca,0
tırnak,Turkce,1
Özüdoğdu,Turkce,1
Ötemiş,Turkce,1
baton,Latince,0
fevkalade,Arapça,0
kaşmir,İngilizce,0
feminen,Latince,0
Uslu,Turkce,1
Urul,Turkce,1
pikap,İngilizce,0
Keyargun,Turkce,1
cehd,Arapça,0
cephane,Farsça,0
gulam,Arapça,0
Tonma,Turkce,1
duygu,Turkce,1
basta,İtalyanca,0
Aşuk,Turkce,1
Unagan,Turkce,1
böke,Turkce,1
Süyünçük,Turkce,1
İlteriş,Turkce,1
atik,Arapça,0
Yetmen,Turkce,1
enformasyon,Latince,0
Karabuluk,Turkce,1
gaza,Arapça,0
Arsal,Turkce,1
ceket,Latince,0
bekitmek,Turkce,1
Öyrüm,Turkce,1
trafik,İtalyanca,0
ayin,Farsça,0
galebe,Arapça,0
Azıl,Turkce,1
Merkit,Turkce,1
Delibalta,Turkce,1
fabrika,İtalyanca,0
Elç,Turkce,1
budun,Turkce,1
fakih,Arapça,0
Ergeldi,Turkce,1
titan,Latince,0
espresso,İtalyanca,0
Ertokuş,Turkce,1
lomboz,Antik Yunanca,0
çorba,Farsça,0
süleğen,Antik Yunanca,0
susta,İtalyanca,0
ödem,Fransızca,0
baklava,Turkce,1
mikrop,Fransızca,0
çapraşmak,Farsça,0
Sağanak,Turkce,1
pantograf,İngilizce,0
sülün,Turkce,1
çorap,Arapça,0
arbalet,Latince,0
Tugayörük,Turkce,1
ferman,Farsça,0
Yazuksuz,Turkce,1
sauna,İngilizce,0
teşne,Farsça,0
sari,İngilizce,0
billboard,İngilizce,0
gayser,İngilizce,0
kantar,Latince,0
ayazma,Antik Yunanca,0
senaryo,İtalyanca,0
bambu,İngilizce,0
Kazıkurt,Turkce,1
seza,Farsça,0
Oktar,Turkce,1
Tonrasemik,Turkce,1
Kutalmış,Turkce,1
oktan,İngilizce,0
egale,Latince,0
katman,Turkce,1
arpej,İtalyanca,0
ekler,Latince,0
süveter,İngilizce,0
Tapu,Turkce,1
Tüger,Turkce,1
pandispanya,İtalyanca,0
gayur,Arapça,0
dürbün,Farsça,0
light,İngilizce,0
Tokdoğan,Turkce,1
Buyankara,Turkce,1
Tumtur,Turkce,1
aksesuar,Latince,0
iksir,Antik Yunanca,0
ahenk,Farsça,0
pusu,Turkce,1
Dengizik,Turkce,1
garp,Arapça,0
enterpretasyon,Latince,0
Kınsun,Turkce,1
eskalasyon,İtalyanca,0
Öğrünçe,Turkce,1
konsültasyon,İtalyanca,0
enstrüman,Latince,0
dikte,Latince,0
kiosk,İngilizce,0
Öçgel,Turkce,1
Tokademir,Turkce,1
sota,İtalyanca,0
cephe,Arapça,0
kerli ferli,Farsça,0
endüksiyon,Latince,0
Kunanbay,Turkce,1
rondela,İtalyanca,0
Erkarslan,Turkce,1
resesyon,İngilizce,0
facia,Arapça,0
Baraktöre,Turkce,1
ped,İngilizce,0
ayı,Turkce,1
zaparta,İtalyanca,0
dama,İtalyanca,0
Penge,Turkce,1
asitane,Farsça,0
murdar,Farsça,0
teori,Latince,0
Kıyagan,Turkce,1
Olcayterken,Turkce,1
ahval,Arapça,0
Adık,Turkce,1
kökirek,Turkce,1
felç,Arapça,0
huş,Farsça,0
tekerlek,Turkce,1
atavizm,Latince,0
çimento,İtalyanca,0
koordinat,Almanca,0
aliterasyon,Latince,0
haseki,Farsça,0
hafif,Arapça,0
Işbaratarkan,Turkce,1
örs,Turkce,1
Kimintüre,Turkce,1
palladyum,Latince,0
şayze,Almanca,0
Uşun,Turkce,1
zindan,Farsça,0
Kurum,Turkce,1
sepya,İtalyanca,0
Sıngkı,Turkce,1
Kayaçık,Turkce,1
keşke,Farsça,0
Bargan,Turkce,1
ığrıp,Antik Yunanca,0
eyvah,Farsça,0
Ötükendemir,Turkce,1
ski,İngilizce,0
nalbant,Farsça,0
çoluk çocuk,Turkce,1
cahil,Arapça,0
mele,İtalyanca,0
aseksüel,İngilizce,0
sağlıksız,Turkce,1
bedava,Farsça,0
Altınarı,Turkce,1
kompliman,İtalyanca,0
tılsım,Antik Yunanca,0
vaziyet,Farsça,0
taksidermi,İngilizce,0
Hint,Farsça,0
Konurkurt,Turkce,1
Sıla,Turkce,1
kusmak,Turkce,1
pesto,İtalyanca,0
tahta,Farsça,0
Barkın,Turkce,1
cefa,Arapça,0
namaz,Farsça,0
sifilis,Latince,0
Arslanargun,Turkce,1
tırışka,İtalyanca,0
istim,İngilizce,0
Konçuy,Turkce,1
buton,Fransızca,0
Baylakkatun,Turkce,1
Yıpar,Turkce,1
ağılamak,Turkce,1
Çotul,Turkce,1
dekont,Latince,0
Tunyabgu,Turkce,1
Konurbörü,Turkce,1
Günçiçek,Turkce,1
kalemtraş,Farsça,0
bent,Farsça,0
Aykonçuy,Turkce,1
kemer,Farsça,0
İlkan,Turkce,1
erguvan,Farsça,0
Olakçı,Turkce,1
ecza,Arapça,0
Türk,Turkce,1
silahşor,Farsça,0
lazanya,İtalyanca,0
kuşkonmaz,Turkce,1
Erenuluğ,Turkce,1
Beğ,Turkce,1
oksijen,Fransızca,0
data,İngilizce,0
gamze,Arapça,0
bıyık,Turkce,1
iskarpin,İtalyanca,0
Araboğa,Turkce,1
Gündoğdu,Turkce,1
hurda,Farsça,0
Ilgın,Turkce,1
debil,Latince,0
ser,Farsça,0
Gökşin,Turkce,1
bizar,Farsça,0
Yarkadaş,Turkce,1
ciranta,İtalyanca,0
Kına,Turkce,1
Tursun,Turkce,1
lerze,Farsça,0
cüzzam,Arapça,0
grup,İtalyanca,0
Bilgekülüçur,Turkce,1
Yaruktegin,Turkce,1
Teküder,Turkce,1
acur,Arapça,0
Tüzük,Turkce,1
rosto,İtalyanca,0
gazal,Arapça,0
kanca,İtalyanca,0
Akerkeç,Turkce,1
kırlent,İtalyanca,0
jikle,Latince,0
Arınç,Turkce,1
Sülün,Turkce,1
külhan,Farsça,0
harpuşta,Farsça,0
Bağaturipi,Turkce,1
emlak,Arapça,0
arasta,Farsça,0
huy,Farsça,0
kuyruk,Turkce,1
kaset,İtalyanca,0
yunus,Antik Yunanca,0
Tuka,Turkce,1
Tetik,Turkce,1
gâh,Farsça,0
fetiş,Latince,0
rölyef,İtalyanca,0
arozöz,Latince,0
kadran,Latince,0
fasikül,Latince,0
Kıyağanurungu,Turkce,1
ahsen,Arapça,0
Tayışma,Turkce,1
Göne,Turkce,1
Talıkı,Turkce,1
meyve,Farsça,0
Isık,Turkce,1
avare,Farsça,0
Taylanyiğit,Turkce,1
türbin,Latince,0
Sunduru,Turkce,1
Badruk,Turkce,1
göt,Turkce,1
Tönke,Turkce,1
odise,Fransızca,0
Süsmen,Turkce,1
forvet,İngilizce,0
serj,Latince,0
Anadolu,Antik Yunanca,0
asa,Arapça,0
kampanya,Latince,0
Çikşin,Turkce,1
hol,İngilizce,0
Sukak,Turkce,1
edip,Arapça,0
Yapağulu,Turkce,1
Gelincik,Turkce,1
Demirgen,Turkce,1
Altuga,Turkce,1
bisküvi,Latince,0
etamin,Latince,0
zambak,Farsça,0
disponibilite,Latince,0
işmar,Farsça,0
Tülekdemir,Turkce,1
cüzi,Arapça,0
Ağabay,Turkce,1
aktör,Latince,0
Orkun,Turkce,1
Törücü,Turkce,1
Amaç,Turkce,1
düka altını,İtalyanca,0
Burulgu,Turkce,1
fokstrot,İngilizce,0
anasıl,Arapça,0
Arslanyabgu,Turkce,1
ilüstrasyon,Latince,0
komposto,İtalyanca,0
Kökyük,Turkce,1
ince,Turkce,1
Çekül,Turkce,1
çabuk,Farsça,0
bilek,Turkce,1
Azgan,Turkce,1
akif,Arapça,0
teizm,İngilizce,0
artiküle,Latince,0
hafakan,Arapça,0
altar,İngilizce,0
teo+,İngilizce,0
gına,Arapça,0
domestik,Latince,0
ceyş,Arapça,0
Yaruk,Turkce,1
Jüpiter,Latince,0
kumpanya,İtalyanca,0
İlbasmış,Turkce,1
acul,Arapça,0
Çorabatur,Turkce,1
iklim,Antik Yunanca,0
nomenklatür,İngilizce,0
ezmek,Turkce,1
ornitoloji,Fransızca,0
güvez,Turkce,1
depo,Latince,0
bıttım,Arapça,0
İlaldıbeğ,Turkce,1
İlben,Turkce,1
enfüsi,Arapça,0
Süğlün,Turkce,1
İlyığmış,Turkce,1
kerata,Antik Yunanca,0
banço,İngilizce,0
Atasagun,Turkce,1
Özyeğenalpturan,Turkce,1
aleni,Arapça,0
ketenpere,Antik Yunanca,0
aba,Arapça,0
İpişat,Turkce,1
dilber,Farsça,0
bakalit,İngilizce,0
+gir,Farsça,0
Yügnek,Turkce,1
konifer,İngilizce,0
camekân,Farsça,0
komita,Fransızca,0
tenor,İtalyanca,0
Yağlakarkağan,Turkce,1
İkrek,Turkce,1
eskrim,Fransızca,0
kumanda,İtalyanca,0
fresk,İtalyanca,0
döllenme,Turkce,1
müngüz müngüz,Turkce,1
Bindir,Turkce,1
hafriyat,Arapça,0
Büke,Turkce,1
kapiş,İtalyanca,0
haymatlos,Almanca,0
gülabdan,Farsça,0
katalpa,Latince,0
doktora,Latince,0
Bükey,Turkce,1
Toğan,Turkce,1
anzarot,Arapça,0
ödün,Turkce,1
Keriaçarı,Turkce,1
fıtık,Arapça,0
Tanrıkut,Turkce,1
enaniyet,Arapça,0
meşe,Farsça,0
Ketire,Turkce,1
çıra,Farsça,0
Kazanç,Turkce,1
bizzat,Arapça,0
İçenbilge,Turkce,1
Tüge,Turkce,1
Tüksün,Turkce,1
aspiratör,Latince,0
Budunlu,Turkce,1
papa,İtalyanca,0
derman,Farsça,0
Artut,Turkce,1
Tunç,Turkce,1
yaprak,Turkce,1
Dolgan,Turkce,1
Inakkulu,Turkce,1
beyit,Arapça,0
İrkey,Turkce,1
kotra,İngilizce,0
Adıvar,Turkce,1
Bayık,Turkce,1
limon,Farsça,0
Ataç,Turkce,1
final,Latince,0
vasistas,Almanca,0
pastör,İngilizce,0
guru,İngilizce,0
diva,İtalyanca,0
Yapırgak,Turkce,1
devir,Arapça,0
kardinal,Latince,0
bus,Farsça,0
güfte,Farsça,0
veranda,İngilizce,0
suizan,Farsça,0
bezm,Farsça,0
oturak,Turkce,1
Baynal,Turkce,1
düplikat,Latince,0
Yağlakar,Turkce,1
ofset,İngilizce,0
bevvap,Arapça,0
atmak,Turkce,1
ahize,Arapça,0
örgün,Turkce,1
Amrak,Turkce,1
ekstre,Latince,0
kata+,Antik Yunanca,0
Boldaz,Turkce,1
eradikasyon,Latince,0
rekolte,İtalyanca,0
festival,Latince,0
paraliz,Fransızca,0
cerrah,Arapça,0
Kaymış,Turkce,1
Toyunçuk,Turkce,1
Mindemir,Turkce,1
dresuvar,Latince,0
lavaş,Farsça,0
Muncuk,Turkce,1
bikir,Arapça,0
Çığbatar,Turkce,1
şayan,Farsça,0
bakaya,Arapça,0
cellat,Arapça,0
Ayruk,Turkce,1
mercimek,Farsça,0
ambargo,Latince,0
fahri,Arapça,0
Görün,Turkce,1
menajer,İtalyanca,0
donut,İngilizce,0
Bamsı,Turkce,1
cizvit,İtalyanca,0
otağ,Turkce,1
Benlidemir,Turkce,1
pa,Farsça,0
berrak,Arapça,0
Çabuş,Turkce,1
fatiha,Arapça,0
alimallah,Arapça,0
Tangut,Turkce,1
çark,Farsça,0
aborda,İtalyanca,0
Küvçü,Turkce,1
sandık,Antik Yunanca,0
dördül,Turkce,1
İngeçi,Turkce,1
Tura,Turkce,1
Çaysu,Turkce,1
cadı,Farsça,0
Çosun,Turkce,1
gürz,Farsça,0
Kül,Turkce,1
İlçikedey,Turkce,1
grog,İngilizce,0
sıçan kırı,Turkce,1
Tuturgu,Turkce,1
odiyo+,İngilizce,0
Sengüy,Turkce,1
Tonmabakşı,Turkce,1
şen,Farsça,0
boynuz,Turkce,1
monolit,Fransızca,0
mültipl,İngilizce,0
ring,İngilizce,0
apandisit,Latince,0
Ekeç,Turkce,1
Yağlıbay,Turkce,1
Arıboğa,Turkce,1
Umuçu,Turkce,1
alg,Latince,0
kadre,Turkce,1
Barsurungu,Turkce,1
sıçan,Turkce,1
ahbap,Arapça,0
yorga,Turkce,1
Bilgetardu,Turkce,1
akaret,Arapça,0
malarya,İtalyanca,0
Uruoğlan,Turkce,1
zade,Farsça,0
kançılarya,İtalyanca,0
arak,Arapça,0
Alpaykağan,Turkce,1
gammaz,Arapça,0
Kıraçata,Turkce,1
akdem,Arapça,0
Tabgaçyeke,Turkce,1
mayhoş,Farsça,0
Ekim,Turkce,1
emprenye,Latince,0
Külükbilge,Turkce,1
caiz,Arapça,0
karides,Antik Yunanca,0
Yatıgma,Turkce,1
sismo+,İngilizce,0
toldurulmaq,Turkce,1
Bilgekutluk,Turkce,1
Olçaytu,Turkce,1
Çoraman,Turkce,1
biat,Arapça,0
keson,İtalyanca,0
Baldu,Turkce,1
köşe,Farsça,0
bel,Farsça,0
Erankas,Turkce,1
bandrol,İtalyanca,0
formül,Latince,0
artist,Latince,0
Tapar,Turkce,1
hezarfen,Farsça,0
tayming,İngilizce,0
Uşunkoca,Turkce,1
cafcaf,Farsça,0
Kuruğşın,Turkce,1
Tay,Turkce,1
guatr,Latince,0
kamus,Antik Yunanca,0
tayga,İngilizce,0
Taprak,Turkce,1
Kömen,Turkce,1
