kelime,koken,has_turkish_chars,word_length,has_double_consonant,major_vowel_harmony,minor_vowel_harmony,vowel_ratio,has_turkish_suffix,label
mikrop,Fransızca,0,6,0,0,0,0.333333333,0,0
çapraşmak,Farsça,1,9,0,1,1,0.333333333,0,0
sağanak,Turkce,1,7,0,1,1,0.428571429,0,1
pantograf,İngilizce,0,9,0,1,0,0.333333333,0,0
sülün,Turkce,1,5,0,1,1,0.4,0,1
çorap,Arapça,1,5,0,1,1,0.4,0,0
arbalet,Latince,0,7,0,0,0,0.428571429,0,0
tugayörük,Turkce,1,9,0,0,0,0.444444444,0,1
ferman,Farsça,0,6,0,0,0,0.333333333,0,0
yazuksuz,Turkce,0,8,0,1,0,0.375,0,1
sauna,İngilizce,0,5,0,1,0,0.6,0,0
teşne,Farsça,1,5,0,1,1,0.4,0,0
sari,İngilizce,0,4,0,0,0,0.5,0,0
billboard,İngilizce,0,9,1,0,0,0.333333333,0,0
gayser,İngilizce,0,6,0,0,0,0.333333333,0,0
kantar,Latince,0,6,0,1,1,0.333333333,0,0
ayazma,Antik Yunanca,0,6,0,1,1,0.5,0,0
senaryo,İtalyanca,0,7,0,0,0,0.428571429,0,0
bambu,İngilizce,0,5,0,1,0,0.4,0,0
kazıkurt,Turkce,1,8,0,1,0,0.375,0,1
seza,Farsça,0,4,0,0,0,0.5,0,0
oktar,Turkce,0,5,0,1,1,0.4,0,1
tonrasemik,Turkce,0,10,0,0,0,0.4,0,1
kutalmış,Turkce,1,8,0,1,1,0.375,0,1
oktan,İngilizce,0,5,0,1,1,0.4,0,0
egale,Latince,0,5,0,0,0,0.6,0,0
katman,Turkce,0,6,0,1,1,0.333333333,0,1
arpej,İtalyanca,0,5,0,0,0,0.4,0,0
ekler,Latince,0,5,0,1,1,0.4,1,0
süveter,İngilizce,1,7,0,1,1,0.428571429,0,0
tapu,Turkce,0,4,0,1,0,0.5,0,1
tüger,Turkce,1,5,0,1,1,0.4,0,1
pandispanya,İtalyanca,0,11,0,0,0,0.363636364,0,0
gayur,Arapça,0,5,0,1,0,0.4,0,0
dürbün,Farsça,1,6,0,1,1,0.333333333,0,0
light,İngilizce,0,5,0,1,1,0.2,0,0
tokdoğan,Turkce,1,8,0,1,1,0.375,0,1
buyankara,Turkce,0,9,0,1,1,0.444444444,0,1
tumtur,Turkce,0,6,0,1,1,0.333333333,0,1
aksesuar,Latince,0,8,0,0,0,0.5,0,0
iksir,Antik Yunanca,0,5,0,1,1,0.4,0,0
ahenk,Farsça,0,5,0,0,0,0.4,0,0
pusu,Turkce,0,4,0,1,1,0.5,0,1
dengizik,Turkce,0,8,0,1,1,0.375,0,1
garp,Arapça,0,4,0,1,1,0.25,0,0
enterpretasyon,Latince,0,14,0,0,0,0.357142857,0,0
kınsun,Turkce,1,6,0,1,0,0.333333333,0,1
eskalasyon,İtalyanca,0,10,0,0,0,0.4,0,0
öğrünçe,Turkce,1,7,0,1,1,0.428571429,0,1
konsültasyon,İtalyanca,1,12,0,0,0,0.333333333,0,0
enstrüman,Latince,1,9,0,0,0,0.333333333,0,0
dikte,Latince,0,5,0,1,1,0.4,0,0
kiosk,İngilizce,0,5,0,0,0,0.4,0,0
öçgel,Turkce,1,5,0,1,1,0.4,0,1
tokademir,Turkce,0,9,0,0,0,0.444444444,0,1
sota,İtalyanca,0,4,0,1,1,0.5,0,0
cephe,Arapça,0,5,0,1,1,0.4,0,0
kerli ferli,Farsça,0,11,0,1,1,0.363636364,0,0
endüksiyon,Latince,1,10,0,0,0,0.4,0,0
kunanbay,Turkce,0,8,0,1,1,0.375,0,1
rondela,İtalyanca,0,7,0,0,0,0.428571429,0,0
erkarslan,Turkce,0,9,0,0,0,0.333333333,0,1
resesyon,İngilizce,0,8,0,0,0,0.375,0,0
facia,Arapça,0,5,0,0,0,0.6,0,0
baraktöre,Turkce,1,9,0,0,0,0.444444444,0,1
ped,İngilizce,0,3,0,1,1,0.333333333,0,0
ayı,Turkce,1,3,0,1,1,0.666666667,0,1
zaparta,İtalyanca,0,7,0,1,1,0.428571429,0,0
dama,İtalyanca,0,4,0,1,1,0.5,0,0
penge,Turkce,0,5,0,1,1,0.4,0,1
asitane,Farsça,0,7,0,0,0,0.571428571,0,0
murdar,Farsça,0,6,0,1,1,0.333333333,0,0
teori,Latince,0,5,0,0,0,0.6,0,0
kıyagan,Turkce,1,7,0,1,1,0.428571429,0,1
olcayterken,Turkce,0,11,0,0,0,0.363636364,0,1
ahval,Arapça,0,5,0,1,1,0.4,0,0
adık,Turkce,1,4,0,1,1,0.5,0,1
kökirek,Turkce,1,7,0,1,1,0.428571429,0,1
felç,Arapça,1,4,0,1,1,0.25,0,0
huş,Farsça,1,3,0,1,1,0.333333333,0,0
tekerlek,Turkce,0,8,0,1,1,0.375,0,1
atavizm,Latince,0,7,0,0,0,0.428571429,0,0
çimento,İtalyanca,1,7,0,0,0,0.428571429,0,0
koordinat,Almanca,0,9,0,0,0,0.444444444,0,0
aliterasyon,Latince,0,11,0,0,0,0.454545455,0,0
haseki,Farsça,0,6,0,0,0,0.5,0,0
hafif,Arapça,0,5,0,0,0,0.4,0,0
ışbaratarkan,Turkce,1,12,0,1,1,0.416666667,0,1
örs,Turkce,1,3,0,1,1,0.333333333,0,1
kimintüre,Turkce,1,9,0,1,0,0.444444444,0,1
palladyum,Latince,0,9,1,1,0,0.333333333,0,0
şayze,Almanca,1,5,0,0,0,0.4,0,0
uşun,Turkce,1,4,0,1,1,0.5,0,1
zindan,Farsça,0,6,0,0,0,0.333333333,0,0
kurum,Turkce,0,5,0,1,1,0.4,0,1
sepya,İtalyanca,0,5,0,0,0,0.4,0,0
sıngkı,Turkce,1,6,0,1,1,0.333333333,0,1
kayaçık,Turkce,1,7,0,1,1,0.428571429,0,1
keşke,Farsça,1,5,0,1,1,0.4,0,0
bargan,Turkce,0,6,0,1,1,0.333333333,0,1
ığrıp,Antik Yunanca,1,5,0,1,1,0.4,0,0
eyvah,Farsça,0,5,0,0,0,0.4,0,0
ötükendemir,Turkce,1,11,0,1,1,0.454545455,0,1
ski,İngilizce,0,3,0,1,1,0.333333333,0,0
nalbant,Farsça,0,7,0,1,1,0.285714286,0,0
çoluk çocuk,Turkce,1,11,0,1,1,0.363636364,0,1
cahil,Arapça,0,5,0,0,0,0.4,0,0
mele,İtalyanca,0,4,0,1,1,0.5,0,0
aseksüel,İngilizce,1,8,0,0,0,0.5,0,0
sağlıksız,Turkce,1,9,0,1,1,0.333333333,0,1
bedava,Farsça,0,6,0,0,0,0.5,0,0
altınarı,Turkce,1,8,0,1,1,0.5,0,1
kompliman,İtalyanca,0,9,0,0,0,0.333333333,0,0
tılsım,Antik Yunanca,1,6,0,1,1,0.333333333,0,0
vaziyet,Farsça,0,7,0,0,0,0.428571429,0,0
taksidermi,İngilizce,0,10,0,0,0,0.4,0,0
hint,Farsça,0,4,0,1,1,0.25,0,0
konurkurt,Turkce,0,9,0,1,1,0.333333333,0,1
sıla,Turkce,1,4,0,1,1,0.5,0,1
kusmak,Turkce,0,6,0,1,1,0.333333333,0,1
pesto,İtalyanca,0,5,0,0,0,0.4,0,0
tahta,Farsça,0,5,0,1,1,0.4,0,0
barkın,Turkce,1,6,0,1,1,0.333333333,0,1
cefa,Arapça,0,4,0,0,0,0.5,0,0
namaz,Farsça,0,5,0,1,1,0.4,0,0
sifilis,Latince,0,7,0,1,1,0.428571429,0,0
arslanargun,Turkce,0,11,0,1,0,0.363636364,0,1
tırışka,İtalyanca,1,7,0,1,1,0.428571429,0,0
istim,İngilizce,0,5,0,1,1,0.4,0,0
konçuy,Turkce,1,6,0,1,1,0.333333333,0,1
buton,Fransızca,0,5,0,1,1,0.4,0,0
baylakkatun,Turkce,0,11,1,1,0,0.363636364,0,1
yıpar,Turkce,1,5,0,1,1,0.4,0,1
ağılamak,Turkce,1,8,0,1,1,0.5,0,1
çotul,Turkce,1,5,0,1,1,0.4,0,1
dekont,Latince,0,6,0,0,0,0.333333333,0,0
tunyabgu,Turkce,0,8,0,1,0,0.375,0,1
konurbörü,Turkce,1,9,0,0,1,0.444444444,0,1
günçiçek,Turkce,1,8,0,1,1,0.375,0,1
kalemtraş,Farsça,1,9,0,0,0,0.333333333,0,0
bent,Farsça,0,4,0,1,1,0.25,0,0
aykonçuy,Turkce,1,8,0,1,0,0.375,0,1
kemer,Farsça,0,5,0,1,1,0.4,0,0
ilkan,Turkce,0,5,0,0,0,0.4,0,1
erguvan,Farsça,0,7,0,0,0,0.428571429,0,0
olakçı,Turkce,1,6,0,1,1,0.5,0,1
ecza,Arapça,0,4,0,0,0,0.5,0,0
türk,Turkce,1,4,0,1,1,0.25,0,1
silahşor,Farsça,1,8,0,0,0,0.375,0,0
lazanya,İtalyanca,0,7,0,1,1,0.428571429,0,0
kuşkonmaz,Turkce,1,9,0,1,1,0.333333333,0,1
erenuluğ,Turkce,1,8,0,0,0,0.5,0,1
beğ,Turkce,1,3,0,1,1,0.333333333,0,1
oksijen,Fransızca,0,7,0,0,1,0.428571429,0,0
data,İngilizce,0,4,0,1,1,0.5,0,0
gamze,Arapça,0,5,0,0,0,0.4,0,0
bıyık,Turkce,1,5,0,1,1,0.4,0,1
iskarpin,İtalyanca,0,8,0,0,0,0.375,0,0
araboğa,Turkce,1,7,0,1,0,0.571428571,0,1
gündoğdu,Turkce,1,8,0,0,1,0.375,0,1
hurda,Farsça,0,5,0,1,1,0.4,0,0
ılgın,Turkce,1,5,0,1,1,0.4,0,1
debil,Latince,0,5,0,1,1,0.4,0,0
ser,Farsça,0,3,0,1,1,0.333333333,0,0
gökşin,Turkce,1,6,0,1,1,0.333333333,0,1
bizar,Farsça,0,5,0,0,0,0.4,0,0
yarkadaş,Turkce,1,8,0,1,1,0.375,1,1
ciranta,İtalyanca,0,7,0,0,0,0.428571429,0,0
kına,Turkce,1,4,0,1,1,0.5,0,1
tursun,Turkce,0,6,0,1,1,0.333333333,0,1
lerze,Farsça,0,5,0,1,1,0.4,0,0
cüzzam,Arapça,1,6,1,0,1,0.333333333,0,0
grup,İtalyanca,0,4,0,1,1,0.25,0,0
bilgekülüçur,Turkce,1,12,0,0,0,0.416666667,0,1
yaruktegin,Turkce,0,10,0,0,0,0.4,0,1
teküder,Turkce,1,7,0,1,0,0.428571429,0,1
acur,Arapça,0,4,0,1,0,0.5,0,0
tüzük,Turkce,1,5,0,1,1,0.4,0,1
rosto,İtalyanca,0,5,0,1,1,0.4,0,0
gazal,Arapça,0,5,0,1,1,0.4,0,0
kanca,İtalyanca,0,5,0,1,1,0.4,0,0
akerkeç,Turkce,1,7,0,0,0,0.428571429,0,1
kırlent,İtalyanca,1,7,0,0,0,0.285714286,0,0
jikle,Latince,0,5,0,1,1,0.4,0,0
arınç,Turkce,1,5,0,1,1,0.4,0,1
sülün,Turkce,1,5,0,1,1,0.4,0,1
külhan,Farsça,1,6,0,0,1,0.333333333,0,0
harpuşta,Farsça,1,8,0,1,0,0.375,0,0
bağaturipi,Turkce,1,10,0,0,0,0.5,0,1
emlak,Arapça,0,5,0,0,0,0.4,0,0
arasta,Farsça,0,6,0,1,1,0.5,0,0
huy,Farsça,0,3,0,1,1,0.333333333,0,0
kuyruk,Turkce,0,6,0,1,1,0.333333333,0,1
kaset,İtalyanca,0,5,0,0,0,0.4,0,0
yunus,Antik Yunanca,0,5,0,1,1,0.4,0,0
tuka,Turkce,0,4,0,1,1,0.5,0,1
tetik,Turkce,0,5,0,1,1,0.4,0,1
gâh,Farsça,0,3,0,0,1,0,0,0
fetiş,Latince,1,5,0,1,1,0.4,0,0
rölyef,İtalyanca,1,6,0,1,1,0.333333333,0,0
arozöz,Latince,1,6,0,0,0,0.5,0,0
kadran,Latince,0,6,0,1,1,0.333333333,0,0
fasikül,Latince,1,7,0,0,0,0.428571429,0,0
kıyağanurungu,Turkce,1,13,0,1,0,0.461538462,0,1
ahsen,Arapça,0,5,0,0,0,0.4,0,0
tayışma,Turkce,1,7,0,1,1,0.428571429,0,1
göne,Turkce,1,4,0,1,1,0.5,0,1
talıkı,Turkce,1,6,0,1,1,0.5,0,1
meyve,Farsça,0,5,0,1,1,0.4,0,0
ısık,Turkce,1,4,0,1,1,0.5,0,1
avare,Farsça,0,5,0,0,0,0.6,0,0
taylanyiğit,Turkce,1,11,0,0,0,0.363636364,0,1
türbin,Latince,1,6,0,1,1,0.333333333,0,0
sunduru,Turkce,0,7,0,1,1,0.428571429,0,1
badruk,Turkce,0,6,0,1,0,0.333333333,0,1
göt,Turkce,1,3,0,1,1,0.333333333,0,1
tönke,Turkce,1,5,0,1,1,0.4,0,1
odise,Fransızca,0,5,0,0,1,0.6,0,0
süsmen,Turkce,1,6,0,1,1,0.333333333,0,1
forvet,İngilizce,0,6,0,0,1,0.333333333,0,0
serj,Latince,0,4,0,1,1,0.25,0,0
anadolu,Antik Yunanca,0,7,0,1,0,0.571428571,0,0
asa,Arapça,0,3,0,1,1,0.666666667,0,0
kampanya,Latince,0,8,0,1,1,0.375,0,0
çikşin,Turkce,1,6,0,1,1,0.333333333,0,1
hol,İngilizce,0,3,0,1,1,0.333333333,0,0
sukak,Turkce,0,5,0,1,1,0.4,0,1
edip,Arapça,0,4,0,1,1,0.5,0,0
yapağulu,Turkce,1,8,0,1,0,0.5,0,1
gelincik,Turkce,0,8,0,1,1,0.375,0,1
demirgen,Turkce,0,8,0,1,1,0.375,0,1
altuga,Turkce,0,6,0,1,0,0.5,0,1
bisküvi,Latince,1,7,0,1,0,0.428571429,0,0
etamin,Latince,0,6,0,0,0,0.5,0,0
zambak,Farsça,0,6,0,1,1,0.333333333,0,0
disponibilite,Latince,0,13,0,0,0,0.461538462,0,0
işmar,Farsça,1,5,0,0,0,0.4,0,0
tülekdemir,Turkce,1,10,0,1,1,0.4,0,1
cüzi,Arapça,1,4,0,1,1,0.5,0,0
ağabay,Turkce,1,6,0,1,1,0.5,0,1
aktör,Latince,1,5,0,0,0,0.4,0,0
orkun,Turkce,0,5,0,1,1,0.4,0,1
törücü,Turkce,1,6,0,1,1,0.5,1,1
amaç,Turkce,1,4,0,1,1,0.5,0,1
düka altını,İtalyanca,1,11,0,0,1,0.454545455,0,0
burulgu,Turkce,0,7,0,1,1,0.428571429,0,1
fokstrot,İngilizce,0,8,0,1,1,0.25,0,0
anasıl,Arapça,1,6,0,1,1,0.5,0,0
arslanyabgu,Turkce,0,11,0,1,0,0.363636364,0,1
ilüstrasyon,Latince,1,11,0,0,0,0.363636364,0,0
komposto,İtalyanca,0,8,0,1,1,0.375,0,0
kökyük,Turkce,1,6,0,1,1,0.333333333,0,1
ince,Turkce,0,4,0,1,1,0.5,0,1
çekül,Turkce,1,5,0,1,0,0.4,0,1
çabuk,Farsça,1,5,0,1,0,0.4,0,0
bilek,Turkce,0,5,0,1,1,0.4,0,1
azgan,Turkce,0,5,0,1,1,0.4,0,1
akif,Arapça,0,4,0,0,0,0.5,0,0
teizm,İngilizce,0,5,0,1,1,0.4,0,0
artiküle,Latince,1,8,0,0,0,0.5,0,0
hafakan,Arapça,0,7,0,1,1,0.428571429,0,0
altar,İngilizce,0,5,0,1,1,0.4,0,0
teo+,İngilizce,0,4,0,0,0,0.5,0,0
gına,Arapça,1,4,0,1,1,0.5,0,0
domestik,Latince,0,8,0,0,1,0.375,0,0
ceyş,Arapça,1,4,0,1,1,0.25,0,0
yaruk,Turkce,0,5,0,1,0,0.4,0,1
jüpiter,Latince,1,7,0,1,1,0.428571429,0,0
kumpanya,İtalyanca,0,8,0,1,1,0.375,0,0
ilbasmış,Turkce,1,8,0,0,0,0.375,0,1
acul,Arapça,0,4,0,1,0,0.5,0,0
çorabatur,Turkce,1,9,0,1,0,0.444444444,0,1
iklim,Antik Yunanca,0,5,0,1,1,0.4,0,0
nomenklatür,İngilizce,1,11,0,0,0,0.363636364,0,0
ezmek,Turkce,0,5,0,1,1,0.4,0,1
ornitoloji,Fransızca,0,10,0,0,0,0.5,0,0
güvez,Turkce,1,5,0,1,1,0.4,0,1
depo,Latince,0,4,0,0,0,0.5,0,0
bıttım,Arapça,1,6,1,1,1,0.333333333,0,0
ilaldıbeğ,Turkce,1,9,0,0,0,0.444444444,0,1
ilben,Turkce,0,5,0,1,1,0.4,0,1
enfüsi,Arapça,1,6,0,1,0,0.5,0,0
süğlün,Turkce,1,6,0,1,1,0.333333333,0,1
ilyığmış,Turkce,1,8,0,0,0,0.375,0,1
kerata,Antik Yunanca,0,6,0,0,0,0.5,0,0
banço,İngilizce,1,5,0,1,0,0.4,0,0
atasagun,Turkce,0,8,0,1,0,0.5,0,1
özyeğenalpturan,Turkce,1,15,0,0,0,0.4,0,1
aleni,Arapça,0,5,0,0,0,0.6,0,0
ketenpere,Antik Yunanca,0,9,0,1,1,0.444444444,0,0
aba,Arapça,0,3,0,1,1,0.666666667,0,0
ipişat,Turkce,1,6,0,0,0,0.5,0,1
dilber,Farsça,0,6,0,1,1,0.333333333,0,0
bakalit,İngilizce,0,7,0,0,0,0.428571429,0,0
#AD?,Farsça,0,4,0,1,1,0.25,0,0
yügnek,Turkce,1,6,0,1,1,0.333333333,0,1
konifer,İngilizce,0,7,0,0,1,0.428571429,0,0
camekân,Farsça,0,7,0,0,0,0.285714286,0,0
komita,Fransızca,0,6,0,0,0,0.5,0,0
tenor,İtalyanca,0,5,0,0,0,0.4,0,0
yağlakarkağan,Turkce,1,13,0,1,1,0.384615385,0,1
ikrek,Turkce,0,5,0,1,1,0.4,0,1
eskrim,Fransızca,0,6,0,1,1,0.333333333,0,0
kumanda,İtalyanca,0,7,0,1,1,0.428571429,0,0
fresk,İtalyanca,0,5,0,1,1,0.2,0,0
döllenme,Turkce,1,8,1,1,1,0.375,0,1
müngüz müngüz,Turkce,1,13,0,1,1,0.307692308,0,1
bindir,Turkce,0,6,0,1,1,0.333333333,0,1
hafriyat,Arapça,0,8,0,0,0,0.375,0,0
büke,Turkce,1,4,0,1,1,0.5,0,1
kapiş,İtalyanca,1,5,0,0,0,0.4,0,0
haymatlos,Almanca,0,9,0,1,0,0.333333333,0,0
gülabdan,Farsça,1,8,0,0,1,0.375,0,0
katalpa,Latince,0,7,0,1,1,0.428571429,0,0
doktora,Latince,0,7,0,1,1,0.428571429,0,0
bükey,Turkce,1,5,0,1,1,0.4,0,1
toğan,Turkce,1,5,0,1,1,0.4,0,1
anzarot,Arapça,0,7,0,1,0,0.428571429,0,0
ödün,Turkce,1,4,0,1,1,0.5,0,1
keriaçarı,Turkce,1,9,0,0,0,0.555555556,0,1
fıtık,Arapça,1,5,0,1,1,0.4,0,0
tanrıkut,Turkce,1,8,0,1,0,0.375,0,1
enaniyet,Arapça,0,8,0,0,0,0.5,0,0
meşe,Farsça,1,4,0,1,1,0.5,0,0
ketire,Turkce,0,6,0,1,1,0.5,0,1
çıra,Farsça,1,4,0,1,1,0.5,0,0
kazanç,Turkce,1,6,0,1,1,0.333333333,0,1
bizzat,Arapça,0,6,1,0,0,0.333333333,0,0
içenbilge,Turkce,1,9,0,1,1,0.444444444,0,1
tüge,Turkce,1,4,0,1,1,0.5,0,1
tüksün,Turkce,1,6,0,1,1,0.333333333,0,1
aspiratör,Latince,1,9,0,0,0,0.444444444,0,0
budunlu,Turkce,0,7,0,1,1,0.428571429,0,1
papa,İtalyanca,0,4,0,1,1,0.5,0,0
derman,Farsça,0,6,0,0,0,0.333333333,0,0
artut,Turkce,0,5,0,1,0,0.4,0,1
tunç,Turkce,1,4,0,1,1,0.25,0,1
yaprak,Turkce,0,6,0,1,1,0.333333333,0,1
dolgan,Turkce,0,6,0,1,1,0.333333333,0,1
ınakkulu,Turkce,1,8,1,1,0,0.5,0,1
beyit,Arapça,0,5,0,1,1,0.4,0,0
irkey,Turkce,0,5,0,1,1,0.4,0,1
kotra,İngilizce,0,5,0,1,1,0.4,0,0
adıvar,Turkce,1,6,0,1,1,0.5,0,1
bayık,Turkce,1,5,0,1,1,0.4,0,1
limon,Farsça,0,5,0,0,0,0.4,0,0
ataç,Turkce,1,4,0,1,1,0.5,0,1
final,Latince,0,5,0,0,0,0.4,0,0
vasistas,Almanca,0,8,0,0,0,0.375,0,0
pastör,İngilizce,1,6,0,0,0,0.333333333,0,0
guru,İngilizce,0,4,0,1,1,0.5,0,0
diva,İtalyanca,0,4,0,0,0,0.5,0,0
yapırgak,Turkce,1,8,0,1,1,0.375,0,1
devir,Arapça,0,5,0,1,1,0.4,0,0
kardinal,Latince,0,8,0,0,0,0.375,0,0
bus,Farsça,0,3,0,1,1,0.333333333,0,0
güfte,Farsça,1,5,0,1,1,0.4,0,0
veranda,İngilizce,0,7,0,0,0,0.428571429,0,0
suizan,Farsça,0,6,0,0,0,0.5,0,0
bezm,Farsça,0,4,0,1,1,0.25,0,0
oturak,Turkce,0,6,0,1,1,0.5,0,1
baynal,Turkce,0,6,0,1,1,0.333333333,0,1
düplikat,Latince,1,8,0,0,0,0.375,0,0
yağlakar,Turkce,1,8,0,1,1,0.375,0,1
ofset,İngilizce,0,5,0,0,1,0.4,0,0
bevvap,Arapça,0,6,1,0,0,0.333333333,0,0
atmak,Turkce,0,5,0,1,1,0.4,0,1
ahize,Arapça,0,5,0,0,0,0.6,0,0
örgün,Turkce,1,5,0,1,1,0.4,0,1
amrak,Turkce,0,5,0,1,1,0.4,0,1
ekstre,Latince,0,6,0,1,1,0.333333333,0,0
kata+,Antik Yunanca,0,5,0,1,1,0.4,0,0
boldaz,Turkce,0,6,0,1,1,0.333333333,0,1
eradikasyon,Latince,0,11,0,0,0,0.454545455,0,0
rekolte,İtalyanca,0,7,0,0,0,0.428571429,0,0
festival,Latince,0,8,0,0,0,0.375,0,0
paraliz,Fransızca,0,7,0,0,0,0.428571429,0,0
cerrah,Arapça,0,6,1,0,0,0.333333333,0,0
kaymış,Turkce,1,6,0,1,1,0.333333333,0,1
toyunçuk,Turkce,1,8,0,1,1,0.375,0,1
mindemir,Turkce,0,8,0,1,1,0.375,0,1
dresuvar,Latince,0,8,0,0,0,0.375,0,0
lavaş,Farsça,1,5,0,1,1,0.4,0,0
muncuk,Turkce,0,6,0,1,1,0.333333333,0,1
bikir,Arapça,0,5,0,1,1,0.4,0,0
çığbatar,Turkce,1,8,0,1,1,0.375,0,1
şayan,Farsça,1,5,0,1,1,0.4,0,0
bakaya,Arapça,0,6,0,1,1,0.5,0,0
cellat,Arapça,0,6,1,0,0,0.333333333,0,0
ayruk,Turkce,0,5,0,1,0,0.4,0,1
mercimek,Farsça,0,8,0,1,1,0.375,0,0
ambargo,Latince,0,7,0,1,0,0.428571429,0,0
fahri,Arapça,0,5,0,0,0,0.4,0,0
görün,Turkce,1,5,0,1,1,0.4,0,1
menajer,İtalyanca,0,7,0,0,0,0.428571429,0,0
donut,İngilizce,0,5,0,1,1,0.4,0,0
bamsı,Turkce,1,5,0,1,1,0.4,0,1
cizvit,İtalyanca,0,6,0,1,1,0.333333333,0,0
otağ,Turkce,1,4,0,1,1,0.5,0,1
benlidemir,Turkce,0,10,0,1,1,0.4,0,1
pa,Farsça,0,2,0,1,1,0.5,0,0
berrak,Arapça,0,6,1,0,0,0.333333333,0,0
çabuş,Turkce,1,5,0,1,0,0.4,0,1
fatiha,Arapça,0,6,0,0,0,0.5,0,0
alimallah,Arapça,0,9,1,0,0,0.444444444,0,0
tangut,Turkce,0,6,0,1,0,0.333333333,0,1
çark,Farsça,1,4,0,1,1,0.25,0,0
aborda,İtalyanca,0,6,0,1,0,0.5,0,0
küvçü,Turkce,1,5,0,1,1,0.4,0,1
sandık,Antik Yunanca,1,6,0,1,1,0.333333333,0,0
dördül,Turkce,1,6,0,1,1,0.333333333,0,1
ingeçi,Turkce,1,6,0,1,1,0.5,0,1
tura,Turkce,0,4,0,1,1,0.5,0,1
çaysu,Turkce,1,5,0,1,0,0.4,0,1
cadı,Farsça,1,4,0,1,1,0.5,0,0
çosun,Turkce,1,5,0,1,1,0.4,0,1
gürz,Farsça,1,4,0,1,1,0.25,0,0
kül,Turkce,1,3,0,1,1,0.333333333,0,1
ilçikedey,Turkce,1,9,0,1,1,0.444444444,0,1
grog,İngilizce,0,4,0,1,1,0.25,0,0
sıçan kırı,Turkce,1,10,0,1,1,0.4,0,1
tuturgu,Turkce,0,7,0,1,1,0.428571429,0,1
odiyo+,İngilizce,0,6,0,0,0,0.5,0,0
sengüy,Turkce,1,6,0,1,0,0.333333333,0,1
tonmabakşı,Turkce,1,10,0,1,1,0.4,0,1
şen,Farsça,1,3,0,1,1,0.333333333,0,0
boynuz,Turkce,0,6,0,1,1,0.333333333,0,1
monolit,Fransızca,0,7,0,0,1,0.428571429,0,0
mültipl,İngilizce,1,7,0,1,1,0.285714286,0,0
ring,İngilizce,0,4,0,1,1,0.25,0,0
apandisit,Latince,0,9,0,0,0,0.444444444,0,0
ekeç,Turkce,1,4,0,1,1,0.5,0,1
yağlıbay,Turkce,1,8,0,1,1,0.375,0,1
arıboğa,Turkce,1,7,0,1,0,0.571428571,0,1
umuçu,Turkce,1,5,0,1,1,0.6,0,1
alg,Latince,0,3,0,1,1,0.333333333,0,0
kadre,Turkce,0,5,0,0,0,0.4,0,1
barsurungu,Turkce,0,10,0,1,0,0.4,0,1
sıçan,Turkce,1,5,0,1,1,0.4,0,1
ahbap,Arapça,0,5,0,1,1,0.4,0,0
yorga,Turkce,0,5,0,1,1,0.4,0,1
bilgetardu,Turkce,0,10,0,0,0,0.4,0,1
akaret,Arapça,0,6,0,0,0,0.5,0,0
malarya,İtalyanca,0,7,0,1,1,0.428571429,0,0
uruoğlan,Turkce,1,8,0,1,1,0.5,0,1
zade,Farsça,0,4,0,0,0,0.5,0,0
kançılarya,İtalyanca,1,10,0,1,1,0.4,0,0
arak,Arapça,0,4,0,1,1,0.5,0,0
alpaykağan,Turkce,1,10,0,1,1,0.4,0,1
gammaz,Arapça,0,6,1,1,1,0.333333333,0,0
kıraçata,Turkce,1,8,0,1,1,0.5,0,1
akdem,Arapça,0,5,0,0,0,0.4,0,0
tabgaçyeke,Turkce,1,10,0,0,0,0.4,0,1
mayhoş,Farsça,1,6,0,1,0,0.333333333,0,0
ekim,Turkce,0,4,0,1,1,0.5,0,1
emprenye,Latince,0,8,0,1,1,0.375,0,0
külükbilge,Turkce,1,10,0,1,1,0.4,0,1
caiz,Arapça,0,4,0,0,0,0.5,0,0
karides,Antik Yunanca,0,7,0,0,0,0.428571429,0,0
yatıgma,Turkce,1,7,0,1,1,0.428571429,0,1
sismo+,İngilizce,0,6,0,0,0,0.333333333,0,0
toldurulmaq,Turkce,0,11,0,1,1,0.363636364,0,1
bilgekutluk,Turkce,0,11,0,0,0,0.363636364,1,1
olçaytu,Turkce,1,7,0,1,0,0.428571429,0,1
çoraman,Turkce,1,7,0,1,1,0.428571429,0,1
biat,Arapça,0,4,0,0,0,0.5,0,0
keson,İtalyanca,0,5,0,0,0,0.4,0,0
baldu,Turkce,0,5,0,1,0,0.4,0,1
köşe,Farsça,1,4,0,1,1,0.5,0,0
bel,Farsça,0,3,0,1,1,0.333333333,0,0
erankas,Turkce,0,7,0,0,0,0.428571429,0,1
bandrol,İtalyanca,0,7,0,1,0,0.285714286,0,0
formül,Latince,1,6,0,0,1,0.333333333,0,0
artist,Latince,0,6,0,0,0,0.333333333,0,0
tapar,Turkce,0,5,0,1,1,0.4,0,1
hezarfen,Farsça,0,8,0,0,0,0.375,0,0
tayming,İngilizce,0,7,0,0,0,0.285714286,0,0
uşunkoca,Turkce,1,8,0,1,1,0.5,0,1
cafcaf,Farsça,0,6,0,1,1,0.333333333,0,0
kuruğşın,Turkce,1,8,0,1,1,0.375,0,1
tay,Turkce,0,3,0,1,1,0.333333333,0,1
guatr,Latince,0,5,0,1,1,0.4,0,0
kamus,Antik Yunanca,0,5,0,1,0,0.4,0,0
