kelime,koken,label
kurtoga,Turkce,1
adezyon,Latince,0
pirit,Fransızca,0
erbüz,Turkce,1
mod,İngilizce,0
patlıcan,Farsça,0
kandil,Latince,0
kıprıdı,Turkce,1
ab,Farsça,0
şaman,Turkce,1
kasatura,İtalyanca,0
evham,Arapça,0
bayunçur,Turkce,1
yezek,Turkce,1
leş,Farsça,0
çiçem,Turkce,1
ınanççı,Turkce,1
"avcı ne kadar hile bilse, ayı o kadar yol bilir",Turkce,1
kubilay,Turkce,1
samurai,İngilizce,0
arçuk,Turkce,1
taşkan,Turkce,1
bumbar,Farsça,0
egdeçin,Turkce,1
edebalı,Turkce,1
çuka,Turkce,1
bağcak,Turkce,1
arsa,Arapça,0
zünnar,Antik Yunanca,0
bekeç,Turkce,1
feodal,Latince,0
calip,Arapça,0
aldente,İtalyanca,0
kasık,Turkce,1
para+,İtalyanca,0
söylemek,Turkce,1
bayat,Arapça,0
yügesir,Turkce,1
aydın,Turkce,1
kuduğubatur,Turkce,1
yezidi,Farsça,0
paradoks,Fransızca,0
poliandri,Fransızca,0
ülkücü,Turkce,1
idikurt,Turkce,1
bezek,Turkce,1
hoşaf,Farsça,0
nigâr,Farsça,0
avrat,Arapça,0
delege,Latince,0
beyan,Arapça,0
kağan,Turkce,1
oğurtegin,Turkce,1
formen,İngilizce,0
barçadurmuş,Turkce,1
patriarkal,Fransızca,0
cezerye,Arapça,0
piretik,Fransızca,0
opuzlu,Turkce,1
bombardıman,İtalyanca,0
fitne,Arapça,0
asorti,Latince,0
bukaktutuk,Turkce,1
körük,Turkce,1
uluğışbara,Turkce,1
radio,İngilizce,0
cizye,Arapça,0
turgay,Turkce,1
feyiz,Arapça,0
murg,Farsça,0
tanrı,Turkce,1
fesih,Arapça,0
ecdat,Arapça,0
daima,Arapça,0
ırkıl,Turkce,1
daim,Arapça,0
çobayıkmış,Turkce,1
niyaz,Farsça,0
oturmak,Turkce,1
tüzmüş,Turkce,1
kutlutaş,Turkce,1
selfservis,İngilizce,0
arşın,Farsça,0
tabure,Fransızca,0
çarşı,Farsça,0
erdemkağanaltuga,Turkce,1
turagına,Turkce,1
birader,Farsça,0
mantar,Antik Yunanca,0
baki,Arapça,0
agrandisman,Latince,0
rezolüsyon,İngilizce,0
koli,İtalyanca,0
karo,Latince,0
ayva,Farsça,0
bazu,Farsça,0
sayboğa,Turkce,1
kotto,İtalyanca,0
tonraesim,Turkce,1
tohum,Farsça,0
rast,Farsça,0
adi,Arapça,0
buyruk,Turkce,1
eşkara,Turkce,1
şukağan,Turkce,1
grandi,İtalyanca,0
ibrik,Farsça,0
koordinasyon,İngilizce,0
ensar,Arapça,0
eu+,Antik Yunanca,0
primadonna,İtalyanca,0
ınançuapa,Turkce,1
vakanüvis,Farsça,0
örümcek ağı,Turkce,1
kalem,Antik Yunanca,0
kâhya,Farsça,0
yıkamak,Turkce,1
baston,İtalyanca,0
katakomb,Latince,0
ınalbeğ,Turkce,1
gladyatör,Latince,0
kalorifer,Latince,0
bikes,Farsça,0
sırba,Turkce,1
anafor,Antik Yunanca,0
galiz,Arapça,0
stüdyo,İtalyanca,0
yabasun,Turkce,1
eyalet,Arapça,0
yorçu,Turkce,1
oniks,Fransızca,0
düyun,Arapça,0
kutlubağatarkan,Turkce,1
aktris,Latince,0
monolog,Fransızca,0
asrı,Turkce,1
ketkara,Turkce,1
manej,İtalyanca,0
altan,Turkce,1
figür,Latince,0
eğe,Turkce,1
altıntay,Turkce,1
funda,İtalyanca,0
avam,Arapça,0
hıristiyan,Antik Yunanca,0
bıldır,Turkce,1
yitik,Turkce,1
heval,Farsça,0
gürbüz,Turkce,1
palye,Fransızca,0
berk,Turkce,1
cemiyet,Arapça,0
altankan,Turkce,1
çapıtgan,Turkce,1
ubaca,Turkce,1
ankas,Turkce,1
kütüphane,Farsça,0
yurtçu,Turkce,1
kündekâri,Farsça,0
zürafa,Farsça,0
ürün,Turkce,1
fok,Antik Yunanca,0
döviz,Latince,0
kondubay,Turkce,1
fal,Arapça,0
dispanser,Latince,0
satanist,İngilizce,0
güvey,Turkce,1
vizite,İtalyanca,0
alabörü,Turkce,1
akbuğra,Turkce,1
çeşni,Farsça,0
köçek,Farsça,0
derivasyon,Latince,0
yingçeyakşı,Turkce,1
ezel,Arapça,0
cüret,Arapça,0
harman,Farsça,0
habgâh,Farsça,0
fesuphanallah,Arapça,0
civelek,Farsça,0
peder,Farsça,0
efsun,Farsça,0
feldspat,Almanca,0
midye,Antik Yunanca,0
barba,İtalyanca,0
ehram,Arapça,0
feldmareşal,Almanca,0
ahmer,Arapça,0
tamar,Turkce,1
kelepçe,Farsça,0
tapış,Turkce,1
narteks,İngilizce,0
salvo,İtalyanca,0
devam,Arapça,0
zar,İtalyanca,0
matiz,Antik Yunanca,0
nişasta,Farsça,0
samsax,Turkce,1
televizyon,Latince,0
roket,İtalyanca,0
afet,Arapça,0
rahvan,Farsça,0
şaft,İngilizce,0
mark,Almanca,0
humbara,Farsça,0
tröst,İngilizce,0
tanık,Turkce,1
ayas,Turkce,1
duygu,Turkce,1
beklemiş,Turkce,1
adem,Arapça,0
elhamdülillah,Arapça,0
stiropor,Almanca,0
hun,Farsça,0
kalım,Turkce,1
gülbank,Farsça,0
tülük,Turkce,1
memişhane,Farsça,0
cünha,Arapça,0
fidye,Arapça,0
suyunçuk,Turkce,1
kanton,Latince,0
fiyat,Arapça,0
bağlan,Turkce,1
ünaldı,Turkce,1
eçinetürçe,Turkce,1
körüyük,Turkce,1
fayrap,İngilizce,0
navlun,Antik Yunanca,0
travma,Latince,0
diskalifiye,İngilizce,0
nefrit,Fransızca,0
kurgan,Turkce,1
tağman,Turkce,1
frame,İngilizce,0
pik,İngilizce,0
manika,İtalyanca,0
burslan,Turkce,1
esnaf,Arapça,0
pranga,İtalyanca,0
dizel,İngilizce,0
masmadar,Turkce,1
güman,Farsça,0
eyyam,Arapça,0
irçik,Turkce,1
gazap,Arapça,0
oynaş,Turkce,1
şilt,İngilizce,0
aleyna,Arapça,0
kayı,Turkce,1
şavullamak,Farsça,0
eçine,Turkce,1
kupa,İtalyanca,0
ıyıktağ,Turkce,1
represyon,İngilizce,0
ehemmiyet,Arapça,0
fule,Latince,0
yanıt,Turkce,1
merkantilizm,İtalyanca,0
bayuttu,Turkce,1
keyvan,Farsça,0
küzençik,Turkce,1
ıdukkut,Turkce,1
ördek,Turkce,1
cihangir,Farsça,0
kadırbilge,Turkce,1
orkan,Turkce,1
tengiz,Turkce,1
sendikasyon,İngilizce,0
hoş,Farsça,0
berkiş,Turkce,1
yamgur,Turkce,1
küçlübilge,Turkce,1
nüdist,İngilizce,0
cemile,Arapça,0
şakak,Turkce,1
butak,Turkce,1
yamar,Turkce,1
albümin,Latince,0
taçam,Turkce,1
ınalkoç,Turkce,1
yuğak,Turkce,1
dişi,Turkce,1
aglomera,Latince,0
altınkağan,Turkce,1
aidat,Arapça,0
fani,Arapça,0
nem,Farsça,0
yasadur,Turkce,1
ıyış,Turkce,1
kubat,Turkce,1
falan,Arapça,0
glase,Latince,0
kızdurmuş,Turkce,1
motun,Turkce,1
vasektomi,Latince,0
gökkağan,Turkce,1
erdurmuş,Turkce,1
cehennem,Arapça,0
fasit,Arapça,0
kıl,Turkce,1
nuş,Farsça,0
türkyiğit,Turkce,1
erat,Arapça,0
ekinoks,Latince,0
manga,İtalyanca,0
ınançapa,Turkce,1
kenz,Farsça,0
fertik,Almanca,0
turuk,Turkce,1
ülgüç,Turkce,1
külçe,Farsça,0
kötürüm,Turkce,1
ödlek,Turkce,1
duble,Latince,0
karak,Turkce,1
libre,İtalyanca,0
röle,Fransızca,0
şahin,Farsça,0
gabavet,Arapça,0
epsilon,Antik Yunanca,0
emçek,Turkce,1
saru,Turkce,1
entegrasyon,Latince,0
kurus,Antik Yunanca,0
karnaval,Latince,0
zaman,Farsça,0
yumuşga,Turkce,1
turpan,Turkce,1
galat,Arapça,0
ziggurat,İngilizce,0
kökboğa,Turkce,1
aykan,Turkce,1
günermiş,Turkce,1
bunak,Turkce,1
ağanak,Turkce,1
vana,İtalyanca,0
inçboğa,Turkce,1
sıcak,Turkce,1
mistik,Fransızca,0
fezleke,Arapça,0
ait,Arapça,0
urungutudun,Turkce,1
limuzin,İngilizce,0
amme,Arapça,0
bulyon,İngilizce,0
seykün,Turkce,1
şehrayin,Farsça,0
dalyarak,Turkce,1
sasıkutlukaya,Turkce,1
sakal,Turkce,1
ışık,Turkce,1
danişment,Farsça,0
günyaruk,Turkce,1
cehalet,Arapça,0
otkakönmişkılıç,Turkce,1
epi,Antik Yunanca,0
çaşıt,Turkce,1
steroid,İngilizce,0
barkod,İngilizce,0
bergüzar,Farsça,0
mit,Fransızca,0
foseptik,Latince,0
cet,Arapça,0
özge,Turkce,1
bakırsokum,Turkce,1
dağlamak,Farsça,0
külü,Turkce,1
feriştah,Farsça,0
ulu,Turkce,1
gasil,Arapça,0
kayıtsu,Turkce,1
bun,Turkce,1
leasing,İngilizce,0
ikiz,Turkce,1
antite,Latince,0
progresyon,İngilizce,0
manifatura,İtalyanca,0
henüz,Farsça,0
çemen,Turkce,1
beşuş,Arapça,0
melanurya,Antik Yunanca,0
tarsuk,Turkce,1
tela,İtalyanca,0
asist,İngilizce,0
dore,Latince,0
mastika,Antik Yunanca,0
defile,Latince,0
ebu,Arapça,0
hercai,Farsça,0
mood,İngilizce,0
faik,Arapça,0
mouse,İngilizce,0
konşimento,İtalyanca,0
pro,İngilizce,0
kırgı,Turkce,1
gerekli,Turkce,1
buklet,İngilizce,0
ınançalp,Turkce,1
köhne,Farsça,0
sarıçır,Turkce,1
evlat,Arapça,0
gonca,Farsça,0
epilasyon,Latince,0
manita,İtalyanca,0
damacana,İtalyanca,0
pütrifikasyon,İngilizce,0
bekmez,Turkce,1
öküz,Turkce,1
baştar,Turkce,1
bendir,Fransızca,0
bezir,Arapça,0
ığrak,Turkce,1
toktakaya,Turkce,1
bulgak,Turkce,1
batu,Turkce,1
kumkuat,İngilizce,0
tölek,Turkce,1
külükurungu,Turkce,1
bengü,Turkce,1
karçur,Turkce,1
kımızalma,Turkce,1
tuttarkan,Turkce,1
engizisyon,Latince,0
mizantrop,Fransızca,0
avlu,Antik Yunanca,0
suna,Turkce,1
kalbur,Latince,0
kutlubeğ,Turkce,1
beğarslan,Turkce,1
adliye,Arapça,0
kudabıdın,Turkce,1
enosis,Antik Yunanca,0
östaki borusu,İngilizce,0
karga,Turkce,1
gırnata,İtalyanca,0
dünür,Turkce,1
kaçanküke,Turkce,1
mahya,Farsça,0
galoş,Latince,0
bürküt,Turkce,1
cevval,Arapça,0
turgul,Turkce,1
sabun,Latince,0
ekâbir,Arapça,0
yamtar,Turkce,1
gebere,Antik Yunanca,0
çağrı,Turkce,1
çember,Farsça,0
kort,İngilizce,0
abdan,Turkce,1
büğübilge,Turkce,1
keşkül,Farsça,0
fermene,İtalyanca,0
yaplış,Turkce,1
kırat,Antik Yunanca,0
makaron,İtalyanca,0
efsane,Farsça,0
suma,Turkce,1
ıspazmoz,Antik Yunanca,0
pomat,İtalyanca,0
pastiş,İtalyanca,0
bezirgân,Farsça,0
oolit,Fransızca,0
iskender,Antik Yunanca,0
yizek,Turkce,1
panda,İngilizce,0
evin,Turkce,1
baykuzu,Turkce,1
beker,Turkce,1
fiyonk,İtalyanca,0
filarmoni,İngilizce,0
skor,İngilizce,0
ir,Turkce,1
can,Farsça,0
irrasyonel,Latince,0
kaplan,Turkce,1
imen,Turkce,1
lokanta,İtalyanca,0
çul,Arapça,0
acuze,Arapça,0
cimri,Farsça,0
kazmak,Turkce,1
basketbol,İngilizce,0
beraber,Farsça,0
ağyar,Arapça,0
spektaküler,İngilizce,0
kulmas,Turkce,1
mitoman,Fransızca,0
koçunkar,Turkce,1
bıdın,Turkce,1
edna,Arapça,0
tuğ,Turkce,1
inci,Turkce,1
dijestif,Latince,0
şeş,Farsça,0
imaj,Latince,0
şalçı,Turkce,1
girift,Farsça,0
bünye,Arapça,0
biçke,Turkce,1
berat,Arapça,0
dil,Farsça,0
hemşire,Farsça,0
balbal,Turkce,1
cabbar,Arapça,0
azak,Turkce,1
esir,Arapça,0
labrador,İngilizce,0
derz,Farsça,0
uyku,Turkce,1
kuyu,Turkce,1
bonjur,Latince,0
ertegin,Turkce,1
maki,İtalyanca,0
külegen,Turkce,1
cebir,Arapça,0
limited,İngilizce,0
diyar,Arapça,0
teleskop,Latince,0
düver,Antik Yunanca,0
karçıgay,Turkce,1
yorınça,Turkce,1
kungfu,İngilizce,0
gambot,İngilizce,0
dun,Arapça,0
basar,Turkce,1
semi+,İngilizce,0
aforoz,Antik Yunanca,0
akı,Turkce,1
likide,İtalyanca,0
sekinçkara,Turkce,1
numara,İtalyanca,0
ugraç,Turkce,1
gelincik,Turkce,1
ah u zar,Farsça,0
flüktüasyon,Latince,0
çibek,Turkce,1
tanrıvermiş,Turkce,1
şangun,Turkce,1
balta,Turkce,1
külükapa,Turkce,1
füme,Latince,0
cemre,Arapça,0
benchmark,İngilizce,0
al basmak,Turkce,1
hovarda,Farsça,0
belçir,Turkce,1
kâse,Farsça,0
kapış,Turkce,1
kürebir,Turkce,1
ılgar,Turkce,1
kancık,Farsça,0
abid,Arapça,0
ceberrut,Arapça,0
kutkan,Turkce,1
allah,Arapça,0
uluğtürk,Turkce,1
göbek,Turkce,1
üzüm,Turkce,1
dansite,Latince,0
mengene,Antik Yunanca,0
tırnak,Turkce,1
özüdoğdu,Turkce,1
ötemiş,Turkce,1
baton,Latince,0
fevkalade,Arapça,0
kaşmir,İngilizce,0
feminen,Latince,0
uslu,Turkce,1
urul,Turkce,1
pikap,İngilizce,0
keyargun,Turkce,1
cehd,Arapça,0
cephane,Farsça,0
gulam,Arapça,0
tonma,Turkce,1
duygu,Turkce,1
basta,İtalyanca,0
aşuk,Turkce,1
unagan,Turkce,1
böke,Turkce,1
süyünçük,Turkce,1
ilteriş,Turkce,1
atik,Arapça,0
yetmen,Turkce,1
enformasyon,Latince,0
karabuluk,Turkce,1
gaza,Arapça,0
arsal,Turkce,1
ceket,Latince,0
bekitmek,Turkce,1
öyrüm,Turkce,1
trafik,İtalyanca,0
ayin,Farsça,0
galebe,Arapça,0
azıl,Turkce,1
merkit,Turkce,1
delibalta,Turkce,1
fabrika,İtalyanca,0
elç,Turkce,1
budun,Turkce,1
fakih,Arapça,0
ergeldi,Turkce,1
titan,Latince,0
espresso,İtalyanca,0
ertokuş,Turkce,1
lomboz,Antik Yunanca,0
çorba,Farsça,0
süleğen,Antik Yunanca,0
susta,İtalyanca,0
ödem,Fransızca,0
baklava,Turkce,1
mikrop,Fransızca,0
çapraşmak,Farsça,0
sağanak,Turkce,1
pantograf,İngilizce,0
sülün,Turkce,1
çorap,Arapça,0
arbalet,Latince,0
tugayörük,Turkce,1
ferman,Farsça,0
yazuksuz,Turkce,1
sauna,İngilizce,0
teşne,Farsça,0
sari,İngilizce,0
billboard,İngilizce,0
gayser,İngilizce,0
kantar,Latince,0
ayazma,Antik Yunanca,0
senaryo,İtalyanca,0
bambu,İngilizce,0
kazıkurt,Turkce,1
seza,Farsça,0
oktar,Turkce,1
tonrasemik,Turkce,1
kutalmış,Turkce,1
oktan,İngilizce,0
egale,Latince,0
katman,Turkce,1
arpej,İtalyanca,0
ekler,Latince,0
süveter,İngilizce,0
tapu,Turkce,1
tüger,Turkce,1
pandispanya,İtalyanca,0
gayur,Arapça,0
dürbün,Farsça,0
light,İngilizce,0
tokdoğan,Turkce,1
buyankara,Turkce,1
tumtur,Turkce,1
aksesuar,Latince,0
iksir,Antik Yunanca,0
ahenk,Farsça,0
pusu,Turkce,1
dengizik,Turkce,1
garp,Arapça,0
enterpretasyon,Latince,0
kınsun,Turkce,1
eskalasyon,İtalyanca,0
öğrünçe,Turkce,1
konsültasyon,İtalyanca,0
enstrüman,Latince,0
dikte,Latince,0
kiosk,İngilizce,0
öçgel,Turkce,1
tokademir,Turkce,1
sota,İtalyanca,0
cephe,Arapça,0
kerli ferli,Farsça,0
endüksiyon,Latince,0
kunanbay,Turkce,1
rondela,İtalyanca,0
erkarslan,Turkce,1
resesyon,İngilizce,0
facia,Arapça,0
baraktöre,Turkce,1
ped,İngilizce,0
ayı,Turkce,1
zaparta,İtalyanca,0
dama,İtalyanca,0
penge,Turkce,1
asitane,Farsça,0
murdar,Farsça,0
teori,Latince,0
kıyagan,Turkce,1
olcayterken,Turkce,1
ahval,Arapça,0
adık,Turkce,1
kökirek,Turkce,1
felç,Arapça,0
huş,Farsça,0
tekerlek,Turkce,1
atavizm,Latince,0
çimento,İtalyanca,0
koordinat,Almanca,0
aliterasyon,Latince,0
haseki,Farsça,0
hafif,Arapça,0
ışbaratarkan,Turkce,1
örs,Turkce,1
kimintüre,Turkce,1
palladyum,Latince,0
şayze,Almanca,0
uşun,Turkce,1
zindan,Farsça,0
kurum,Turkce,1
sepya,İtalyanca,0
sıngkı,Turkce,1
kayaçık,Turkce,1
keşke,Farsça,0
bargan,Turkce,1
ığrıp,Antik Yunanca,0
eyvah,Farsça,0
ötükendemir,Turkce,1
ski,İngilizce,0
nalbant,Farsça,0
çoluk çocuk,Turkce,1
cahil,Arapça,0
mele,İtalyanca,0
aseksüel,İngilizce,0
sağlıksız,Turkce,1
bedava,Farsça,0
altınarı,Turkce,1
kompliman,İtalyanca,0
tılsım,Antik Yunanca,0
vaziyet,Farsça,0
taksidermi,İngilizce,0
hint,Farsça,0
konurkurt,Turkce,1
sıla,Turkce,1
kusmak,Turkce,1
pesto,İtalyanca,0
tahta,Farsça,0
barkın,Turkce,1
cefa,Arapça,0
namaz,Farsça,0
sifilis,Latince,0
arslanargun,Turkce,1
tırışka,İtalyanca,0
istim,İngilizce,0
konçuy,Turkce,1
buton,Fransızca,0
baylakkatun,Turkce,1
yıpar,Turkce,1
ağılamak,Turkce,1
çotul,Turkce,1
dekont,Latince,0
tunyabgu,Turkce,1
konurbörü,Turkce,1
günçiçek,Turkce,1
kalemtraş,Farsça,0
bent,Farsça,0
aykonçuy,Turkce,1
kemer,Farsça,0
ilkan,Turkce,1
erguvan,Farsça,0
olakçı,Turkce,1
ecza,Arapça,0
türk,Turkce,1
silahşor,Farsça,0
lazanya,İtalyanca,0
kuşkonmaz,Turkce,1
erenuluğ,Turkce,1
beğ,Turkce,1
oksijen,Fransızca,0
data,İngilizce,0
gamze,Arapça,0
bıyık,Turkce,1
iskarpin,İtalyanca,0
araboğa,Turkce,1
gündoğdu,Turkce,1
hurda,Farsça,0
ılgın,Turkce,1
debil,Latince,0
ser,Farsça,0
gökşin,Turkce,1
bizar,Farsça,0
yarkadaş,Turkce,1
ciranta,İtalyanca,0
kına,Turkce,1
tursun,Turkce,1
lerze,Farsça,0
cüzzam,Arapça,0
grup,İtalyanca,0
bilgekülüçur,Turkce,1
yaruktegin,Turkce,1
teküder,Turkce,1
acur,Arapça,0
tüzük,Turkce,1
rosto,İtalyanca,0
gazal,Arapça,0
kanca,İtalyanca,0
akerkeç,Turkce,1
kırlent,İtalyanca,0
jikle,Latince,0
arınç,Turkce,1
sülün,Turkce,1
külhan,Farsça,0
harpuşta,Farsça,0
bağaturipi,Turkce,1
emlak,Arapça,0
arasta,Farsça,0
huy,Farsça,0
kuyruk,Turkce,1
kaset,İtalyanca,0
yunus,Antik Yunanca,0
tuka,Turkce,1
tetik,Turkce,1
gâh,Farsça,0
fetiş,Latince,0
rölyef,İtalyanca,0
arozöz,Latince,0
kadran,Latince,0
fasikül,Latince,0
kıyağanurungu,Turkce,1
ahsen,Arapça,0
tayışma,Turkce,1
göne,Turkce,1
talıkı,Turkce,1
meyve,Farsça,0
ısık,Turkce,1
avare,Farsça,0
taylanyiğit,Turkce,1
türbin,Latince,0
sunduru,Turkce,1
badruk,Turkce,1
göt,Turkce,1
tönke,Turkce,1
odise,Fransızca,0
süsmen,Turkce,1
forvet,İngilizce,0
serj,Latince,0
anadolu,Antik Yunanca,0
asa,Arapça,0
kampanya,Latince,0
çikşin,Turkce,1
hol,İngilizce,0
sukak,Turkce,1
edip,Arapça,0
yapağulu,Turkce,1
gelincik,Turkce,1
demirgen,Turkce,1
altuga,Turkce,1
bisküvi,Latince,0
etamin,Latince,0
zambak,Farsça,0
disponibilite,Latince,0
işmar,Farsça,0
tülekdemir,Turkce,1
cüzi,Arapça,0
ağabay,Turkce,1
aktör,Latince,0
orkun,Turkce,1
törücü,Turkce,1
amaç,Turkce,1
düka altını,İtalyanca,0
burulgu,Turkce,1
fokstrot,İngilizce,0
anasıl,Arapça,0
arslanyabgu,Turkce,1
ilüstrasyon,Latince,0
komposto,İtalyanca,0
kökyük,Turkce,1
ince,Turkce,1
çekül,Turkce,1
çabuk,Farsça,0
bilek,Turkce,1
azgan,Turkce,1
akif,Arapça,0
teizm,İngilizce,0
artiküle,Latince,0
hafakan,Arapça,0
altar,İngilizce,0
teo+,İngilizce,0
gına,Arapça,0
domestik,Latince,0
ceyş,Arapça,0
yaruk,Turkce,1
jüpiter,Latince,0
kumpanya,İtalyanca,0
ilbasmış,Turkce,1
acul,Arapça,0
çorabatur,Turkce,1
iklim,Antik Yunanca,0
nomenklatür,İngilizce,0
ezmek,Turkce,1
ornitoloji,Fransızca,0
güvez,Turkce,1
depo,Latince,0
bıttım,Arapça,0
ilaldıbeğ,Turkce,1
ilben,Turkce,1
enfüsi,Arapça,0
süğlün,Turkce,1
ilyığmış,Turkce,1
kerata,Antik Yunanca,0
banço,İngilizce,0
atasagun,Turkce,1
özyeğenalpturan,Turkce,1
aleni,Arapça,0
ketenpere,Antik Yunanca,0
aba,Arapça,0
ipişat,Turkce,1
dilber,Farsça,0
bakalit,İngilizce,0
+gir,Farsça,0
yügnek,Turkce,1
konifer,İngilizce,0
camekân,Farsça,0
komita,Fransızca,0
tenor,İtalyanca,0
yağlakarkağan,Turkce,1
ikrek,Turkce,1
eskrim,Fransızca,0
kumanda,İtalyanca,0
fresk,İtalyanca,0
döllenme,Turkce,1
müngüz müngüz,Turkce,1
bindir,Turkce,1
hafriyat,Arapça,0
büke,Turkce,1
kapiş,İtalyanca,0
haymatlos,Almanca,0
gülabdan,Farsça,0
katalpa,Latince,0
doktora,Latince,0
bükey,Turkce,1
toğan,Turkce,1
anzarot,Arapça,0
ödün,Turkce,1
keriaçarı,Turkce,1
fıtık,Arapça,0
tanrıkut,Turkce,1
enaniyet,Arapça,0
meşe,Farsça,0
ketire,Turkce,1
çıra,Farsça,0
kazanç,Turkce,1
bizzat,Arapça,0
içenbilge,Turkce,1
tüge,Turkce,1
tüksün,Turkce,1
aspiratör,Latince,0
budunlu,Turkce,1
papa,İtalyanca,0
derman,Farsça,0
artut,Turkce,1
tunç,Turkce,1
yaprak,Turkce,1
dolgan,Turkce,1
ınakkulu,Turkce,1
beyit,Arapça,0
irkey,Turkce,1
kotra,İngilizce,0
adıvar,Turkce,1
bayık,Turkce,1
limon,Farsça,0
ataç,Turkce,1
final,Latince,0
vasistas,Almanca,0
pastör,İngilizce,0
guru,İngilizce,0
diva,İtalyanca,0
yapırgak,Turkce,1
devir,Arapça,0
kardinal,Latince,0
bus,Farsça,0
güfte,Farsça,0
veranda,İngilizce,0
suizan,Farsça,0
bezm,Farsça,0
oturak,Turkce,1
baynal,Turkce,1
düplikat,Latince,0
yağlakar,Turkce,1
ofset,İngilizce,0
bevvap,Arapça,0
atmak,Turkce,1
ahize,Arapça,0
örgün,Turkce,1
amrak,Turkce,1
ekstre,Latince,0
kata+,Antik Yunanca,0
boldaz,Turkce,1
eradikasyon,Latince,0
rekolte,İtalyanca,0
festival,Latince,0
paraliz,Fransızca,0
cerrah,Arapça,0
kaymış,Turkce,1
toyunçuk,Turkce,1
mindemir,Turkce,1
dresuvar,Latince,0
lavaş,Farsça,0
muncuk,Turkce,1
bikir,Arapça,0
çığbatar,Turkce,1
şayan,Farsça,0
bakaya,Arapça,0
cellat,Arapça,0
ayruk,Turkce,1
mercimek,Farsça,0
ambargo,Latince,0
fahri,Arapça,0
görün,Turkce,1
menajer,İtalyanca,0
donut,İngilizce,0
bamsı,Turkce,1
cizvit,İtalyanca,0
otağ,Turkce,1
benlidemir,Turkce,1
pa,Farsça,0
berrak,Arapça,0
çabuş,Turkce,1
fatiha,Arapça,0
alimallah,Arapça,0
tangut,Turkce,1
çark,Farsça,0
aborda,İtalyanca,0
küvçü,Turkce,1
sandık,Antik Yunanca,0
dördül,Turkce,1
ingeçi,Turkce,1
tura,Turkce,1
çaysu,Turkce,1
cadı,Farsça,0
çosun,Turkce,1
gürz,Farsça,0
kül,Turkce,1
ilçikedey,Turkce,1
grog,İngilizce,0
sıçan kırı,Turkce,1
tuturgu,Turkce,1
odiyo+,İngilizce,0
sengüy,Turkce,1
tonmabakşı,Turkce,1
şen,Farsça,0
boynuz,Turkce,1
monolit,Fransızca,0
mültipl,İngilizce,0
ring,İngilizce,0
apandisit,Latince,0
ekeç,Turkce,1
yağlıbay,Turkce,1
arıboğa,Turkce,1
umuçu,Turkce,1
alg,Latince,0
kadre,Turkce,1
barsurungu,Turkce,1
sıçan,Turkce,1
ahbap,Arapça,0
yorga,Turkce,1
bilgetardu,Turkce,1
akaret,Arapça,0
malarya,İtalyanca,0
uruoğlan,Turkce,1
zade,Farsça,0
kançılarya,İtalyanca,0
arak,Arapça,0
alpaykağan,Turkce,1
gammaz,Arapça,0
kıraçata,Turkce,1
akdem,Arapça,0
tabgaçyeke,Turkce,1
mayhoş,Farsça,0
ekim,Turkce,1
emprenye,Latince,0
külükbilge,Turkce,1
caiz,Arapça,0
karides,Antik Yunanca,0
yatıgma,Turkce,1
sismo+,İngilizce,0
toldurulmaq,Turkce,1
bilgekutluk,Turkce,1
olçaytu,Turkce,1
çoraman,Turkce,1
biat,Arapça,0
keson,İtalyanca,0
baldu,Turkce,1
köşe,Farsça,0
bel,Farsça,0
erankas,Turkce,1
bandrol,İtalyanca,0
formül,Latince,0
artist,Latince,0
tapar,Turkce,1
hezarfen,Farsça,0
tayming,İngilizce,0
uşunkoca,Turkce,1
cafcaf,Farsça,0
kuruğşın,Turkce,1
tay,Turkce,1
guatr,Latince,0
kamus,Antik Yunanca,0
tayga,İngilizce,0
taprak,Turkce,1
kömen,Turkce,1
gnays,Almanca,0
barikat,Latince,0
monad,Fransızca,0
kereviz,Farsça,0
özbilge,Turkce,1
lafazan,Farsça,0
viyolon,İtalyanca,0
künkatun,Turkce,1
amorti,Latince,0
mey,Farsça,0
alelade,Arapça,0
bedihi,Arapça,0
parmezan,İtalyanca,0
mangan,Almanca,0
kin,Farsça,0
föy,Latince,0
fiberglas,İngilizce,0
döpiyes,Latince,0
şırfıntı,İtalyanca,0
"teke eti ilaç olur, keçi eti yel olur",Turkce,1
amca,Turkce,1
tosun,Turkce,1
kızılarslan,Turkce,1
yaşar,Turkce,1
ilek,Turkce,1
cirm,Arapça,0
tupulgan,Turkce,1
tek tanrılı,Turkce,1
munduzakın,Turkce,1
sayda,Turkce,1
tarın,Turkce,1
kulakatun,Turkce,1
kavak,Farsça,0
priapizm,İngilizce,0
töşek,Turkce,1
ehven,Arapça,0
kaygana,Farsça,0
cünüp,Arapça,0
tanrıverdi,Turkce,1
kalamar,Antik Yunanca,0
kadırga,Antik Yunanca,0
hakem,Arapça,0
alperen,Turkce,1
yeter,Turkce,1
gerey,Turkce,1
fek,Arapça,0
sakık,Turkce,1
bale,İtalyanca,0
think tank,İngilizce,0
adıkutluğ,Turkce,1
hükümran,Farsça,0
sangır,Turkce,1
beş,Turkce,1
köşk,Farsça,0
kösmek,Turkce,1
kömüç,Turkce,1
kırguy,Turkce,1
empedans,Latince,0
yürgeyük,Turkce,1
macchiato,İtalyanca,0
hadise,Arapça,0
atım,Turkce,1
